,trigram,count
5441,"('awaitingnatalia', 'inviting', 'friend')",1
5442,"('yes', 'see', 'wwwsmsacunat<num>')",2
5443,"('see', 'wwwsmsacunat<num>', 'stop')",2
5444,"('wwwsmsacunat<num>', 'stop', 'send')",2
5445,"('stop', 'find', '<num>urgent')",1
5446,"('find', '<num>urgent', 'important')",1
5447,"('<num>urgent', 'important', 'information')",1
5448,"('fantastic', 'surprise', 'awaitingwinner')",1
5449,"('surprise', 'awaitingwinner', 'valued')",1
5450,"('awaitingwinner', 'valued', 'network')",1
5451,"('klein', 'valid', 'hourkit')",1
5452,"('valid', 'hourkit', 'strip')",1
5453,"('hourkit', 'strip', 'billed')",1
5454,"('strip', 'billed', 'metroplex')",1
5455,"('billed', 'metroplex', 'ltd')",1
5456,"('metroplex', 'ltd', 'box')",1
5457,"('box', '<num>', 'ignhmm')",1
5458,"('<num>', 'ignhmm', 'bonus')",1
5459,"('ignhmm', 'bonus', 'special')",1
5460,"('hmm', '<num>', 'infowww<num>percentrealcomplease')",1
5461,"('<num>', 'infowww<num>percentrealcomplease', 'call')",1
5462,"('infowww<num>percentrealcomplease', 'call', '<num>')",1
5463,"('urgent', 'message', 'waitingthesmszonecom')",1
5464,"('message', 'waitingthesmszonecom', 'let')",1
5465,"('waitingthesmszonecom', 'let', 'send')",1
5466,"('let', 'send', 'free')",1
5467,"('send', 'free', 'anonymous')",1
5468,"('free', 'anonymous', 'masked')",1
5469,"('anonymous', 'masked', 'message')",1
5470,"('masked', 'message', 'sending')",1
5471,"('message', 'sending', 'message')",1
5472,"('sending', 'message', 'thereto')",1
5473,"('message', 'thereto', 'see')",1
5474,"('thereto', 'see', 'potential')",1
5475,"('see', 'potential', 'abusewell')",1
5476,"('potential', 'abusewell', 'done')",1
5477,"('abusewell', 'done', 'costa')",1
5478,"('sketch', 'cost£<num>pm', 'maximinsomeone')",1
5479,"('cost£<num>pm', 'maximinsomeone', 'know')",1
5480,"('maximinsomeone', 'know', 'asked')",1
5481,"('<num>', 'revealed', 'boxcongrats')",1
5482,"('revealed', 'boxcongrats', 'mobile')",1
5483,"('boxcongrats', 'mobile', 'videophones')",1
5484,"('game', 'load', 'poly')",2
5485,"('load', 'poly', 'music')",2
5486,"('poly', 'music', 'online')",2
5487,"('online', 'rental', 'bxs<num>')",1
5488,"('rental', 'bxs<num>', 'secret')",1
5489,"('bxs<num>', 'secret', 'admirer')",1
5490,"('think', 'specifically', '<num>important')",1
5491,"('specifically', '<num>important', 'information')",1
5492,"('<num>important', 'information', 'orange')",1
5493,"('orange', 'user', '<num>xxxxxxx')",1
5494,"('user', '<num>xxxxxxx', 'today')",1
5495,"('<num>xxxxxxx', 'today', 'lucky')",1
5496,"('fantastic', 'surprise', 'awaitingdating')",1
5497,"('surprise', 'awaitingdating', 'service')",1
5498,"('awaitingdating', 'service', 'asked')",1
5499,"('service', 'asked', 'contact')",1
5500,"('asked', 'contact', 'someone')",1
5501,"('contact', 'someone', 'shy')",1
5502,"('someone', 'shy', 'call')",1
5503,"('shy', 'call', '<num>')",1
5504,"('<num>', 'revealed', 'pobox<num>')",1
5505,"('revealed', 'pobox<num>', 'luzwant')",1
5506,"('pobox<num>', 'luzwant', 'new')",1
5507,"('luzwant', 'new', 'video')",1
5508,"('video', 'handset', 'time')",1
5509,"('handset', 'time', 'network')",1
5510,"('time', 'network', 'mind')",1
5511,"('<num>', 'del', 'satbalance')",1
5512,"('del', 'satbalance', '£<num>')",1
5513,"('satbalance', '£<num>', 'next')",1
5514,"('next', 'question', 'complete')",1
5515,"('question', 'complete', 'landmark')",1
5516,"('complete', 'landmark', 'big')",1
5517,"('landmark', 'big', 'bob')",1
5518,"('big', 'bob', 'barry')",1
5519,"('bob', 'barry', 'ben')",1
5520,"('barry', 'ben', 'text')",1
5521,"('ben', 'text', '<num>')",1
5522,"('text', '<num>', 'good')",1
5523,"('<num>', 'good', 'lucktone')",1
5524,"('good', 'lucktone', 'subscription')",1
5525,"('lucktone', 'subscription', 'renewed')",1
5526,"('subscription', 'renewed', 'charged')",1
5527,"('renewed', 'charged', '£<num>')",1
5528,"('charged', '£<num>', 'choose')",1
5529,"('£<num>', 'choose', 'polys')",1
5530,"('choose', 'polys', 'month')",1
5531,"('polys', 'month', 'wwwclubzedcouk')",1
5532,"('month', 'wwwclubzedcouk', 'billing')",1
5533,"('wwwclubzedcouk', 'billing', 'magprize')",1
5534,"('billing', 'magprize', 'another')",1
5535,"('magprize', 'another', 'customer')",1
5536,"('another', 'customer', 'wwwtcbiz')",2
5537,"('customer', 'wwwtcbiz', '<num>pmin')",2
5538,"('wwwtcbiz', '<num>pmin', 'polo')",2
5539,"('<num>pmin', 'polo', 'ltd')",2
5540,"('polo', 'ltd', 'suite')",2
5541,"('ltd', 'suite', 'london')",2
5542,"('suite', 'london', 'please')",2
5543,"('london', 'please', 'call')",2
5544,"('call', 'back', 'busywant')",1
5545,"('back', 'busywant', 'new')",1
5546,"('busywant', 'new', 'nokia')",1
5547,"('reply', 'call', '<num>rect')",1
5548,"('call', '<num>rect', 'ordered')",1
5549,"('<num>rect', 'ordered', 'ringtone')",1
5550,"('ordered', 'ringtone', 'order')",1
5551,"('ringtone', 'order', 'processedone')",1
5552,"('order', 'processedone', 'registered')",1
5553,"('processedone', 'registered', 'subscriber')",1
5554,"('registered', 'subscriber', 'enter')",1
5555,"('subscriber', 'enter', 'draw')",1
5556,"('enter', 'draw', 'gift')",1
5557,"('draw', 'gift', 'voucher')",1
5558,"('gift', 'voucher', 'replying')",1
5559,"('voucher', 'replying', 'enter')",1
5560,"('replying', 'enter', 'unsubscribe')",1
5561,"('enter', 'unsubscribe', 'text')",1
5562,"('unsubscribe', 'text', 'stopchance')",1
5563,"('text', 'stopchance', 'win')",1
5564,"('stopchance', 'win', 'free')",1
5565,"('win', 'free', 'bluetooth')",1
5566,"('free', 'bluetooth', 'headset')",1
5567,"('bluetooth', 'headset', 'simply')",1
5568,"('headset', 'simply', 'reply')",1
5569,"('simply', 'reply', 'back')",1
5570,"('reply', 'back', 'addfloppy')",1
5571,"('back', 'addfloppy', 'snappy')",1
5572,"('addfloppy', 'snappy', 'happy')",1
5573,"('snappy', 'happy', 'gay')",1
5574,"('happy', 'gay', 'chat')",1
5575,"('gay', 'chat', 'service')",1
5576,"('chat', 'service', 'photo')",1
5577,"('service', 'photo', 'upload')",1
5578,"('text', 'call', '<num>urgent')",1
5579,"('<num>£<num>morefrmmob', 'shracomorsglsuplt<num>', 'rajwelcome')",1
5580,"('shracomorsglsuplt<num>', 'rajwelcome', 'ukmobiledate')",1
5581,"('rajwelcome', 'ukmobiledate', 'mag')",1
5582,"('ukmobiledate', 'mag', 'free')",1
5583,"('mag', 'free', 'giving')",1
5584,"('free', 'giving', 'free')",1
5585,"('giving', 'free', 'calling')",1
5586,"('free', 'calling', '<num>')",1
5587,"('calling', '<num>', 'future')",1
5588,"('<num>', 'future', 'billed')",1
5589,"('future', 'billed', 'daily')",1
5590,"('billed', 'daily', 'cancel')",1
5591,"('daily', 'cancel', 'send')",1
5592,"('cancel', 'send', 'stop')",2
5593,"('send', 'stop', '<num>received')",1
5594,"('stop', '<num>received', 'mobile')",1
5595,"('<num>received', 'mobile', 'content')",1
5596,"('mobile', 'content', 'enjoywant')",1
5597,"('content', 'enjoywant', 'explicit')",1
5598,"('enjoywant', 'explicit', 'sex')",1
5599,"('explicit', 'sex', 'sec')",2
5600,"('sex', 'sec', 'ring')",2
5601,"('sec', 'ring', '<num>')",2
5602,"('ring', '<num>', 'cost')",2
5603,"('<num>', 'cost', 'spainlatest')",1
5604,"('cost', 'spainlatest', 'nokia')",1
5605,"('spainlatest', 'nokia', 'mobile')",1
5606,"('nokia', 'mobile', 'ipod')",1
5607,"('mobile', 'ipod', 'mph')",1
5608,"('prize', 'guaranteed', 'reply')",1
5609,"('guaranteed', 'reply', 'win')",1
5610,"('reply', 'win', '<num>')",1
5611,"('win', '<num>', 'horror')",1
5612,"('<num>', 'horror', 'ltd£<num>mtmsgrcvd<num>sims')",1
5613,"('horror', 'ltd£<num>mtmsgrcvd<num>sims', 'service')",1
5614,"('ltd£<num>mtmsgrcvd<num>sims', 'service', 'inclusive')",1
5615,"('<num>comuk', '<num>cm<num>', 'maemobile')",1
5616,"('<num>cm<num>', 'maemobile', 'club')",1
5617,"('maemobile', 'club', 'choose')",1
5618,"('club', 'choose', 'top')",1
5619,"('top', 'quality', 'item')",1
5620,"('quality', 'item', 'mobile')",1
5621,"('item', 'mobile', 'cicadamoney')",1
5622,"('mobile', 'cicadamoney', 'wining')",1
5623,"('cicadamoney', 'wining', 'number')",1
5624,"('wining', 'number', 'wot')",1
5625,"('number', 'wot', 'nextcongrats')",1
5626,"('wot', 'nextcongrats', 'mobile')",1
5627,"('nextcongrats', 'mobile', 'videophones')",1
5628,"('online', 'rental', 'bxswant')",1
5629,"('rental', 'bxswant', 'cock')",1
5630,"('bxswant', 'cock', 'hubby')",1
5631,"('cock', 'hubby', 'away')",1
5632,"('hubby', 'away', 'need')",1
5633,"('away', 'need', 'real')",1
5634,"('need', 'real', 'man')",1
5635,"('real', 'man', 'satisfy')",1
5636,"('man', 'satisfy', 'text')",1
5637,"('satisfy', 'text', 'wife')",1
5638,"('text', 'wife', '<num>')",1
5639,"('wife', '<num>', 'string')",1
5640,"('<num>', 'string', 'action')",1
5641,"('string', 'action', 'text')",1
5642,"('action', 'text', 'stop')",1
5643,"('text', 'stop', 'end')",1
5644,"('stop', 'end', 'text')",1
5645,"('end', 'text', 'rec')",1
5646,"('text', 'rec', '£<num>ea')",1
5647,"('rec', '£<num>ea', 'outbox')",1
5648,"('£<num>ea', 'outbox', 'lawgre')",1
5649,"('outbox', 'lawgre', 'new')",1
5650,"('lawgre', 'new', 'service')",1
5651,"('new', 'service', 'live')",1
5652,"('service', 'live', 'sex')",1
5653,"('live', 'sex', 'video')",1
5654,"('sex', 'video', 'chat')",1
5655,"('video', 'chat', 'mob')",1
5656,"('chat', 'mob', 'see')",1
5657,"('mob', 'see', 'sexiest')",1
5658,"('see', 'sexiest', 'dirtiest')",1
5659,"('sexiest', 'dirtiest', 'girl')",1
5660,"('dirtiest', 'girl', 'live')",1
5661,"('girl', 'live', 'phone')",1
5662,"('live', 'phone', 'detail')",1
5663,"('phone', 'detail', 'text')",1
5664,"('detail', 'text', 'horny')",1
5665,"('text', 'horny', '<num>')",1
5666,"('horny', '<num>', 'cancel')",1
5667,"('<num>', 'cancel', 'send')",1
5668,"('send', 'stop', '<num>freeman')",1
5669,"('stop', '<num>freeman', 'baby')",1
5670,"('<num>freeman', 'baby', 'wow')",1
5671,"('baby', 'wow', 'got')",1
5672,"('wow', 'got', 'new')",1
5673,"('got', 'new', 'cam')",1
5674,"('new', 'cam', 'mob')",1
5675,"('mob', 'wanna', 'hot')",1
5676,"('wanna', 'hot', 'pic')",1
5677,"('hot', 'pic', 'fancy')",1
5678,"('pic', 'fancy', 'chat')",1
5679,"('fancy', 'chat', 'win')",1
5680,"('chat', 'win', 'butt')",1
5681,"('win', 'butt', 'reply')",1
5682,"('butt', 'reply', 'chat')",1
5683,"('reply', 'chat', '<num>')",1
5684,"('chat', '<num>', 'help')",1
5685,"('<num>', 'help', '<num>')",1
5686,"('help', '<num>', 'msg<num>p')",1
5687,"('<num>', 'msg<num>p', 'prevwanna')",1
5688,"('msg<num>p', 'prevwanna', 'laugh')",1
5689,"('prevwanna', 'laugh', 'try')",1
5690,"('laugh', 'try', 'chitchat')",1
5691,"('try', 'chitchat', 'mobile')",1
5692,"('chitchat', 'mobile', 'logon')",1
5693,"('mobile', 'logon', 'toting')",1
5694,"('logon', 'toting', 'word')",1
5695,"('toting', 'word', 'chat')",1
5696,"('word', 'chat', 'send')",1
5697,"('chat', 'send', '<num>')",1
5698,"('send', '<num>', 'box')",1
5699,"('box', '<num>', 'london')",1
5700,"('<num>', 'london', '<num>pmsg')",1
5701,"('london', '<num>pmsg', 'rcdurgent')",1
5702,"('<num>pmsg', 'rcdurgent', 'attempt')",1
5703,"('rcdurgent', 'attempt', 'contact')",1
5704,"('attempt', 'contact', '£<num>call')",1
5705,"('contact', '£<num>call', '<num>')",1
5706,"('£<num>call', '<num>', '<num>tcsbcm<num>wc<num>n<num>xxcallcost<num>ppmmobilesvary')",1
5707,"('<num>', '<num>tcsbcm<num>wc<num>n<num>xxcallcost<num>ppmmobilesvary', 'maxcongratulation')",1
5708,"('<num>tcsbcm<num>wc<num>n<num>xxcallcost<num>ppmmobilesvary', 'maxcongratulation', 'awarded')",1
5709,"('maxcongratulation', 'awarded', 'voucher')",1
5710,"('text', 'music', '<num>contract')",1
5711,"('music', '<num>contract', 'mobile')",1
5712,"('<num>contract', 'mobile', 'month')",1
5713,"('mobile', 'month', 'latest')",2
5714,"('month', 'latest', 'motorola')",2
5715,"('latest', 'motorola', 'nokia')",2
5716,"('motorola', 'nokia', 'etc')",2
5717,"('nokia', 'etc', 'free')",2
5718,"('etc', 'free', 'double')",2
5719,"('free', 'double', 'mind')",2
5720,"('double', 'mind', 'text')",2
5721,"('mind', 'text', 'orange')",2
5722,"('text', 'orange', 'tariff')",2
5723,"('orange', 'tariff', 'text')",2
5724,"('tariff', 'text', 'yes')",2
5725,"('yes', 'callback', 'remove')",2
5726,"('callback', 'remove', 'recordurgent')",1
5727,"('remove', 'recordurgent', 'call')",1
5728,"('recordurgent', 'call', '<num>')",1
5729,"('ski', 'twp', 'ppmchance')",1
5730,"('twp', 'ppmchance', 'win')",1
5731,"('ppmchance', 'win', '£<num>')",1
5732,"('custard', '<num>', '<num>x<num>pwksecret')",1
5733,"('<num>', '<num>x<num>pwksecret', 'admirer')",1
5734,"('<num>x<num>pwksecret', 'admirer', 'looking')",1
5735,"('think', 'specifically', '<num>stopsms<num>ppmmilf')",1
5736,"('specifically', '<num>stopsms<num>ppmmilf', 'age')",1
5737,"('<num>stopsms<num>ppmmilf', 'age', 'blonde')",1
5738,"('£<num>', 'increment', 'help<num>well')",1
5739,"('increment', 'help<num>well', 'done')",1
5740,"('help<num>well', 'done', 'england')",1
5741,"('box<num>', 'w<num>wx', '£<num>freeman')",1
5742,"('w<num>wx', '£<num>freeman', 'text')",1
5743,"('£<num>freeman', 'text', 'call')",1
5744,"('<num>', 'claim', 'reward')",2
5745,"('claim', 'reward', 'hour')",2
5746,"('reward', 'hour', 'talk')",2
5747,"('hour', 'talk', 'time')",2
5748,"('talk', 'time', 'use')",2
5749,"('time', 'use', 'phone')",2
5750,"('use', 'phone', 'subscribe<num>gbpmnth')",2
5751,"('phone', 'subscribe<num>gbpmnth', 'inc')",2
5752,"('subscribe<num>gbpmnth', 'inc', 'stoptxtstopsunshine')",1
5753,"('inc', 'stoptxtstopsunshine', 'quiz')",1
5754,"('stoptxtstopsunshine', 'quiz', 'win')",1
5755,"('quiz', 'win', 'super')",1
5756,"('win', 'super', 'sony')",1
5757,"('super', 'sony', 'recorder')",1
5758,"('sony', 'recorder', 'cannae')",1
5759,"('recorder', 'cannae', 'capital')",1
5760,"('cannae', 'capital', 'australia')",1
5761,"('capital', 'australia', 'text')",1
5762,"('australia', 'text', 'quiz')",1
5763,"('text', 'quiz', '<num>please')",1
5764,"('quiz', '<num>please', 'call')",1
5765,"('<num>please', 'call', 'customer')",1
5766,"('cash', '£<num>', 'prizetoday')",1
5767,"('£<num>', 'prizetoday', 'soda')",1
5768,"('prizetoday', 'soda', 'number')",1
5769,"('£<num>', 'reward', 'match')",1
5770,"('reward', 'match', 'please')",1
5771,"('standard', 'rate', 'applyripped')",1
5772,"('rate', 'applyripped', 'get')",1
5773,"('applyripped', 'get', 'mobile')",1
5774,"('get', 'mobile', 'content')",1
5775,"('mobile', 'content', 'wwwclubmobycom')",1
5776,"('content', 'wwwclubmobycom', 'call')",1
5777,"('wwwclubmobycom', 'call', '<num>')",1
5778,"('call', '<num>', 'polytruepixringtonesgames')",1
5779,"('<num>', 'polytruepixringtonesgames', 'six')",1
5780,"('polytruepixringtonesgames', 'six', 'downloadstried')",1
5781,"('six', 'downloadstried', 'contact')",1
5782,"('downloadstried', 'contact', 'reply')",1
5783,"('offer', 'video', 'phone')",1
5784,"('reply', 'call', '<num>£<num>')",1
5785,"('call', '<num>£<num>', 'xmas')",1
5786,"('<num>£<num>', 'xmas', 'reward')",1
5787,"('xmas', 'reward', 'waiting')",2
5788,"('reward', 'waiting', 'computer')",2
5789,"('waiting', 'computer', 'randomly')",2
5790,"('computer', 'randomly', 'picked')",2
5791,"('randomly', 'picked', 'loyal')",2
5792,"('picked', 'loyal', 'mobile')",2
5793,"('loyal', 'mobile', 'customer')",2
5794,"('mobile', 'customer', 'receive')",2
5795,"('customer', 'receive', '£<num>')",2
5796,"('£<num>', 'reward', 'call')",2
5797,"('reward', 'call', '<num>private')",1
5798,"('call', '<num>private', '<num>')",1
5799,"('<num>', 'expires', '<num>customer')",1
5800,"('expires', '<num>customer', 'service')",1
5801,"('<num>customer', 'service', 'announcement')",1
5802,"('<num>', 'reschedule', 'ref<num>babe')",1
5803,"('reschedule', 'ref<num>babe', 'chloe')",1
5804,"('ref<num>babe', 'chloe', 'smashed')",1
5805,"('chloe', 'smashed', 'saturday')",1
5806,"('smashed', 'saturday', 'night')",1
5807,"('saturday', 'night', 'great')",1
5808,"('night', 'great', 'weekend')",1
5809,"('great', 'weekend', 'missing')",1
5810,"('weekend', 'missing', 'visionsmscom')",1
5811,"('missing', 'visionsmscom', 'text')",1
5812,"('stop', 'stop', '<num>ptexturgent')",1
5813,"('stop', '<num>ptexturgent', 'mobile')",1
5814,"('<num>ptexturgent', 'mobile', '<num>')",1
5815,"('mobile', '<num>', 'awarded')",1
5816,"('<num>', 'awarded', '£<num>')",1
5817,"('call', '<num>', 'box<num>quwin')",1
5818,"('<num>', 'box<num>quwin', 'winner')",1
5819,"('box<num>quwin', 'winner', 'foley')",1
5820,"('mobile', 'visit', 'wwwwin<num>coukfree')",1
5821,"('visit', 'wwwwin<num>coukfree', 'game')",1
5822,"('wwwwin<num>coukfree', 'game', 'get')",1
5823,"('game', 'get', 'cayman')",1
5824,"('get', 'cayman', 'golf')",1
5825,"('cayman', 'golf', 'free')",1
5826,"('golf', 'free', 'game')",1
5827,"('free', 'game', 'arcade')",1
5828,"('game', 'arcade', 'get')",1
5829,"('arcade', 'get', 'game')",1
5830,"('get', 'game', 'setting')",1
5831,"('game', 'setting', 'reply')",1
5832,"('setting', 'reply', 'post')",1
5833,"('reply', 'post', 'save')",1
5834,"('post', 'save', 'active')",1
5835,"('save', 'active', 'press')",1
5836,"('active', 'press', 'key')",1
5837,"('press', 'key', 'arcade')",1
5838,"('key', 'arcade', 'termsapplymobile')",1
5839,"('arcade', 'termsapplymobile', 'myth')",1
5840,"('termsapplymobile', 'myth', 'update')",1
5841,"('update', 'latest', 'cameravideo')",1
5842,"('latest', 'cameravideo', 'phone')",1
5843,"('phone', 'free', 'keep')",1
5844,"('free', 'keep', 'number')",1
5845,"('keep', 'number', 'get')",1
5846,"('number', 'get', 'extra')",1
5847,"('get', 'extra', 'free')",1
5848,"('extra', 'free', 'minute')",1
5849,"('free', 'minute', 'text')",1
5850,"('minute', 'text', 'yes')",1
5851,"('text', 'yes', 'callbuy')",1
5852,"('yes', 'callbuy', 'space')",1
5853,"('callbuy', 'space', 'invader')",1
5854,"('term', 'setting', 'purchasecamera')",1
5855,"('setting', 'purchasecamera', 'awarded')",1
5856,"('purchasecamera', 'awarded', 'six')",1
5857,"('delivery', 'within', 'dayweekly')",1
5858,"('within', 'dayweekly', 'colombo')",1
5859,"('dayweekly', 'colombo', 'tone')",1
5860,"('colombo', 'tone', 'ready')",1
5861,"('tone', 'ready', 'download')",1
5862,"('ready', 'download', 'week')",1
5863,"('download', 'week', 'new')",1
5864,"('week', 'new', 'tone')",1
5865,"('new', 'tone', 'include')",1
5866,"('tone', 'include', 'crazy')",1
5867,"('include', 'crazy', 'frugal')",1
5868,"('crazy', 'frugal', 'akonlonely')",1
5869,"('frugal', 'akonlonely', 'black')",1
5870,"('akonlonely', 'black', 'piedmont')",1
5871,"('black', 'piedmont', 'infocashbincouk')",1
5872,"('piedmont', 'infocashbincouk', 'get')",1
5873,"('infocashbincouk', 'get', 'lot')",1
5874,"('get', 'lot', 'cash')",1
5875,"('lot', 'cash', 'weekend')",1
5876,"('cash', 'weekend', 'wwwcashbincouk')",1
5877,"('weekend', 'wwwcashbincouk', 'dear')",1
5878,"('wwwcashbincouk', 'dear', 'welcome')",1
5879,"('dear', 'welcome', 'weekend')",1
5880,"('welcome', 'weekend', 'got')",1
5881,"('weekend', 'got', 'biggest')",1
5882,"('got', 'biggest', 'best')",1
5883,"('biggest', 'best', 'ever')",1
5884,"('best', 'ever', 'cash')",1
5885,"('ever', 'cash', 'give')",1
5886,"('cash', 'give', 'awayurgent')",1
5887,"('give', 'awayurgent', 'mobile')",1
5888,"('awayurgent', 'mobile', 'number')",1
5889,"('<num>', 'valid', 'ppmthanks')",1
5890,"('valid', 'ppmthanks', 'continued')",1
5891,"('ppmthanks', 'continued', 'support')",1
5892,"('continued', 'support', 'question')",1
5893,"('support', 'question', 'week')",1
5894,"('question', 'week', 'enter')",1
5895,"('week', 'enter', 'draw')",1
5896,"('enter', 'draw', '£<num>')",1
5897,"('draw', '£<num>', 'cash')",1
5898,"('£<num>', 'cash', 'name')",1
5899,"('cash', 'name', 'new')",1
5900,"('name', 'new', 'president')",1
5901,"('new', 'president', 'text')",1
5902,"('president', 'text', '<num>unique')",1
5903,"('text', '<num>unique', 'user')",1
5904,"('<num>unique', 'user', '<num>')",1
5905,"('user', '<num>', 'removal')",1
5906,"('<num>', 'removal', 'send')",1
5907,"('customer', 'service', '<num>urgent')",1
5908,"('service', '<num>urgent', 'call')",1
5909,"('<num>urgent', 'call', '<num>from')",1
5910,"('call', '<num>from', 'landline')",1
5911,"('<num>from', 'landline', 'complimentary')",1
5912,"('ski', 'twp', 'ppmurgent')",1
5913,"('twp', 'ppmurgent', 'attempt')",1
5914,"('ppmurgent', 'attempt', 'contact')",1
5915,"('claim', 'call', '<num>santa')",1
5916,"('call', '<num>santa', 'calling')",2
5917,"('<num>santa', 'calling', 'would')",2
5918,"('calling', 'would', 'little')",2
5919,"('would', 'little', 'one')",2
5920,"('little', 'one', 'like')",2
5921,"('one', 'like', 'call')",2
5922,"('like', 'call', 'santa')",2
5923,"('call', 'santa', 'xmas')",2
5924,"('santa', 'xmas', 'eve')",2
5925,"('xmas', 'eve', 'call')",2
5926,"('eve', 'call', '<num>')",2
5927,"('call', '<num>', 'book')",2
5928,"('<num>', 'book', 'time')",1
5929,"('book', 'time', 'calls<num>ppm')",1
5930,"('time', 'calls<num>ppm', 'last')",1
5931,"('calls<num>ppm', 'last', 'mind')",1
5932,"('last', 'mind', 'wwwsantacallingcomprivate')",1
5933,"('mind', 'wwwsantacallingcomprivate', '<num>')",1
5934,"('wwwsantacallingcomprivate', '<num>', 'account')",1
5935,"('<num>', 'expires', '<num>check')",1
5936,"('expires', '<num>check', 'choose')",1
5937,"('<num>check', 'choose', 'babe')",1
5938,"('choose', 'babe', 'video')",1
5939,"('babe', 'video', 'smsshsexnetun')",1
5940,"('video', 'smsshsexnetun', 'fgkslpopw')",1
5941,"('smsshsexnetun', 'fgkslpopw', 'fgkslpowinner')",1
5942,"('fgkslpopw', 'fgkslpowinner', 'ave')",1
5943,"('fgkslpowinner', 'ave', 'specially')",1
5944,"('ave', 'specially', 'selected')",1
5945,"('operator', 'claim', '<num>pminnew')",1
5946,"('claim', '<num>pminnew', 'mobile')",1
5947,"('<num>pminnew', 'mobile', '<num>')",1
5948,"('<num>', 'collect', 'today')",1
5949,"('collect', 'today', 'www<num>tcbiz')",1
5950,"('today', 'www<num>tcbiz', 'output')",1
5951,"('output', '<num>gbpmtmsg<num>', 'auctionprivate')",1
5952,"('<num>gbpmtmsg<num>', 'auctionprivate', '<num>')",1
5953,"('auctionprivate', '<num>', 'account')",1
5954,"('<num>', 'expires', '<num>valued')",1
5955,"('expires', '<num>valued', 'danone')",1
5956,"('<num>valued', 'danone', 'customer')",1
5957,"('call', '<num>free', 'messagethanks')",1
5958,"('<num>free', 'messagethanks', 'using')",1
5959,"('messagethanks', 'using', 'auction')",1
5960,"('using', 'auction', 'subscription')",1
5961,"('auction', 'subscription', 'service')",1
5962,"('subscription', 'service', '<num>pmsgrcvd')",1
5963,"('service', '<num>pmsgrcvd', 'skip')",1
5964,"('<num>pmsgrcvd', 'skip', 'auction')",1
5965,"('skip', 'auction', 'text')",1
5966,"('auction', 'text', 'unsubscribe')",1
5967,"('text', 'unsubscribe', 'text')",1
5968,"('text', 'stop', 'customercare')",1
5969,"('stop', 'customercare', '<num>bored')",1
5970,"('customercare', '<num>bored', 'housewife')",1
5971,"('<num>bored', 'housewife', 'chat')",1
5972,"('rate', 'spain', 'landlinelyricalladie<num>f')",1
5973,"('spain', 'landlinelyricalladie<num>f', 'inviting')",1
5974,"('landlinelyricalladie<num>f', 'inviting', 'friend')",1
5975,"('yes', 'see', 'wwwsmsacuhmmross')",1
5976,"('see', 'wwwsmsacuhmmross', 'stop')",1
5977,"('wwwsmsacuhmmross', 'stop', 'send')",1
5978,"('stop', 'find', '<num>polyphonic')",1
5979,"('find', '<num>polyphonic', 'tone')",1
5980,"('<num>polyphonic', 'tone', 'mob')",1
5981,"('peptone', 'reply', 'infotoday')",1
5982,"('reply', 'infotoday', 'danone')",1
5983,"('infotoday', 'danone', 'number')",1
5984,"('receive', '£<num>', 'awardwant')",1
5985,"('£<num>', 'awardwant', 'latest')",1
5986,"('awardwant', 'latest', 'video')",1
5987,"('latest', 'video', 'handset')",1
5988,"('line', 'rental', 'reply')",1
5989,"('rental', 'reply', 'call')",1
5990,"('<num>', 'delivery', 'tomorrowguaranteed')",1
5991,"('delivery', 'tomorrowguaranteed', 'latest')",1
5992,"('tomorrowguaranteed', 'latest', 'nokia')",1
5993,"('ltd', 'ldnw<num>h', '<num>pmtmsgrcvd<num>free')",1
5994,"('ldnw<num>h', '<num>pmtmsgrcvd<num>free', 'polyphonic')",1
5995,"('<num>pmtmsgrcvd<num>free', 'polyphonic', 'ringtone')",1
5996,"('polyphonic', 'ringtone', 'text')",1
5997,"('ringtone', 'text', 'super')",1
5998,"('text', 'super', '<num>')",1
5999,"('super', '<num>', 'get')",1
6000,"('get', 'free', 'poly')",1
6001,"('free', 'poly', 'tone')",1
6002,"('poly', 'tone', 'week')",1
6003,"('tone', 'week', 'pobox<num>')",1
6004,"('week', 'pobox<num>', 'subscription')",1
6005,"('pobox<num>', 'subscription', '<num>pwwarner')",1
6006,"('subscription', '<num>pwwarner', 'village')",1
6007,"('<num>pwwarner', 'village', '<num>')",1
6008,"('village', '<num>', 'colin')",1
6009,"('<num>', 'colin', 'farrell')",1
6010,"('colin', 'farrell', 'swat')",1
6011,"('farrell', 'swat', 'wend')",1
6012,"('swat', 'wend', 'warner')",1
6013,"('wend', 'warner', 'village')",1
6014,"('warner', 'village', 'get')",1
6015,"('village', 'get', 'free')",1
6016,"('get', 'free', 'med')",1
6017,"('free', 'med', 'popcornjust')",1
6018,"('med', 'popcornjust', 'show')",1
6019,"('popcornjust', 'show', 'msgticketkioskvalid')",1
6020,"('show', 'msgticketkioskvalid', '<num>')",1
6021,"('msgticketkioskvalid', '<num>', 'kiosk')",1
6022,"('<num>', 'kiosk', 'reply')",1
6023,"('kiosk', 'reply', 'sony')",1
6024,"('reply', 'sony', 'film')",1
6025,"('sony', 'film', 'offergoal')",1
6026,"('film', 'offergoal', 'arsenal')",1
6027,"('offergoal', 'arsenal', 'henry')",1
6028,"('arsenal', 'henry', 'liverpool')",1
6029,"('henry', 'liverpool', 'henry')",1
