,bigram,count
2423,"('winner', 'foley')",2
2424,"('foley', 'ipod')",2
2425,"('ipod', 'exciting')",2
2426,"('exciting', 'prize')",2
2427,"('prize', 'soon')",2
2428,"('soon', 'keep')",2
2429,"('keep', 'eye')",2
2430,"('eye', 'mobile')",2
2431,"('mobile', 'visit')",2
2432,"('visit', 'wwwwin<num>couktoday')",1
2433,"('wwwwin<num>couktoday', 'soda')",1
2434,"('rate', 'apphottest')",1
2435,"('apphottest', 'pic')",1
2436,"('pic', 'straight')",1
2437,"('straight', 'phone')",2
2438,"('phone', 'see')",1
2439,"('see', 'getting')",1
2440,"('getting', 'wet')",1
2441,"('wet', 'wanting')",1
2442,"('wanting', 'xxx')",1
2443,"('xxx', 'text')",1
2444,"('text', 'pic')",1
2445,"('text', 'cost')",1
2446,"('cost', 'textoperator')",2
2447,"('textoperator', 'gaga')",2
2448,"('gaga', 'xxxhack')",1
2449,"('xxxhack', 'chat')",1
2450,"('chat', 'get')",1
2451,"('get', 'backdoor')",1
2452,"('backdoor', 'entry')",1
2453,"('entry', 'chat')",1
2454,"('chat', 'room')",1
2455,"('room', 'fraction')",1
2456,"('fraction', 'cost')",1
2457,"('cost', 'reply')",1
2458,"('reply', 'neon')",1
2459,"('neon', 'call')",1
2460,"('<num>', 'subscribe')",1
2461,"('subscribe', 'bpm')",1
2462,"('bpm', 'box')",1
2463,"('<num>', 'len')",1
2464,"('len', 'wc<num>n<num>xxfree')",1
2465,"('wc<num>n<num>xxfree', 'nokia')",1
2466,"('motorola', 'unto')",1
2467,"('unto', 'month')",1
2468,"('month', 'price')",1
2469,"('inferential', 'free')",1
2470,"('free', 'net')",1
2471,"('net', 'mins<num>txtmth')",1
2472,"('mins<num>txtmth', 'free')",1
2473,"('free', 'booth')",1
2474,"('booth', 'call')",1
2475,"('call', '<num>optoutd<num>wvtime')",1
2476,"('<num>optoutd<num>wvtime', 'tried')",1
2477,"('tried', 'contact')",6
2478,"('contact', 'pound')",3
2479,"('pound', 'prize')",4
2480,"('claim', 'easy')",8
2481,"('easy', 'call')",10
2482,"('min', 'btnationalrateguaranteed')",1
2483,"('btnationalrateguaranteed', '£<num>')",1
2484,"('service', 'representativewould')",1
2485,"('representativewould', 'like')",1
2486,"('like', 'see')",1
2487,"('see', 'xxx')",1
2488,"('xxx', 'pic')",3
2489,"('pic', 'hot')",1
2490,"('hot', 'nearly')",1
2491,"('nearly', 'bannedhmm')",1
2492,"('bannedhmm', 'bonus')",1
2493,"('<num>', 'infowww<num>percentrealcomsecret')",1
2494,"('infowww<num>percentrealcomsecret', 'admirer')",1
2495,"('specifically', '<num>dear')",1
2496,"('<num>dear', '<num>xxxxxxx')",1
2497,"('<num>xxxxxxx', 'invited')",2
2498,"('<num>pmsgrcvdhgsuite<num>landsroww<num>j<num>hl', 'lenurgent')",1
2499,"('lenurgent', 'please')",1
2500,"('landline', 'alta')",2
2501,"('alta', 'complimentary')",3
2502,"('cw<num>wx', 'ppmcall')",1
2503,"('ppmcall', '<num>')",1
2504,"('<num>', 'listen')",1
2505,"('listen', 'extreme')",1
2506,"('extreme', 'dirty')",1
2507,"('dirty', 'live')",1
2508,"('chat', 'going')",1
2509,"('going', 'office')",1
2510,"('office', 'right')",1
2511,"('right', 'total')",1
2512,"('total', 'privacy')",1
2513,"('privacy', 'one')",1
2514,"('one', 'know')",1
2515,"('know', 'sic')",1
2516,"('sic', 'listening')",1
2517,"('listening', 'min')",1
2518,"('min', 'jump')",1
2519,"('jump', '<num>freeman')",1
2520,"('<num>freeman', 'hey')",2
2521,"('hey', 'got')",1
2522,"('got', 'videodisc')",1
2523,"('videodisc', 'jones')",1
2524,"('jones', 'reply')",1
2525,"('reply', 'wild')",1
2526,"('wild', 'text')",1
2527,"('text', 'ill')",1
2528,"('ill', 'send')",1
2529,"('send', 'pic')",1
2530,"('pic', 'hurry')",1
2531,"('hurry', 'bored')",1
2532,"('bored', 'work')",1
2533,"('work', 'xxx')",1
2534,"('xxx', '<num>prcvd')",1
2535,"('<num>prcvd', 'shortstopfree')",1
2536,"('shortstopfree', 'entry')",1
2537,"('entry', 'weekly')",3
2538,"('comp', 'chance')",4
2539,"('win', 'ipod')",3
2540,"('ipod', 'text')",3
2541,"('get', 'entry')",3
2542,"('entry', 'std')",3
2543,"('std', 'text')",3
2544,"('apply', '<num>')",3
2545,"('<num>', 'detailnew')",1
2546,"('detailnew', 'textbuddy')",1
2547,"('name', '<num>')",2
2548,"('<num>', 'rpm')",1
2549,"('rpm', 'stop')",1
2550,"('stop', 'calcall')",1
2551,"('calcall', '<num>')",1
2552,"('<num>', 'tell')",1
2553,"('tell', 'call')",1
2554,"('prize', 'enter')",2
2555,"('enter', 'mobile')",2
2556,"('mobile', 'personal')",2
2557,"('personal', 'detail')",2
2558,"('detail', 'prompt')",2
2559,"('prompt', 'carefulfree')",1
2560,"('carefulfree', 'week')",1
2561,"('text', 'ipod')",1
2562,"('ipod', '<num>')",1
2563,"('custard', '<num>people')",1
2564,"('<num>people', 'dogging')",1
2565,"('dogging', 'area')",1
2566,"('area', 'call')",1
2567,"('join', 'like')",1
2568,"('like', 'minded')",1
2569,"('minded', 'guy')",1
2570,"('guy', 'arrange')",1
2571,"('arrange', 'evening')",1
2572,"('evening', 'a£<num>')",1
2573,"('a£<num>', 'milan')",1
2574,"('milan', 'ls<num>bbwell')",1
2575,"('ls<num>bbwell', 'done')",1
2576,"('done', 'costa')",2
2577,"('costa', 'del')",5
2578,"('del', 'sol')",7
2579,"('sol', 'holiday')",7
2580,"('£<num>', 'await')",6
2581,"('collection', 'call')",6
2582,"('claim', 'see')",6
2583,"('see', 'pobox<num>')",6
2584,"('pobox<num>', 'stockport')",6
2585,"('stockport', 'sketch')",6
2586,"('sketch', 'cost£<num>pm')",6
2587,"('cost£<num>pm', 'maximinguess')",1
2588,"('maximinguess', 'somebody')",1
2589,"('datebox<num>essexcm<num>xn', '<num>pmin<num>')",1
2590,"('<num>pmin<num>', 'free')",1
2591,"('message', 'valid')",1
2592,"('valid', 'december')",1
2593,"('december', '<num>guaranteed')",1
2594,"('<num>guaranteed', '£<num>')",1
2595,"('<num>', 'popreply')",1
2596,"('popreply', 'win')",1
2597,"('weekly', '<num>')",1
2598,"('<num>', 'fife')",1
2599,"('fife', 'world')",1
2600,"('world', 'cup')",1
2601,"('cup', 'held')",1
2602,"('held', 'send')",1
2603,"('<num>', 'end')",2
2604,"('end', 'serviceurgent')",1
2605,"('serviceurgent', 'please')",1
2606,"('cw<num>wx', 'ppmfree')",1
2607,"('ppmfree', 'tone')",1
2608,"('tone', 'hope')",1
2609,"('hope', 'enjoyed')",1
2610,"('enjoyed', 'new')",2
2611,"('new', 'content')",2
2612,"('content', 'text')",2
2613,"('<num>', 'unsubscribe')",2
2614,"('unsubscribe', 'help<num>p')",2
2615,"('help<num>p', 'provided')",2
2616,"('provided', 'tones<num>youcouktheory')",1
2617,"('tones<num>youcouktheory', 'cohere')",1
2618,"('cohere', 'come')",1
2619,"('come', 'new')",1
2620,"('new', 'selection')",1
2621,"('selection', 'hot')",1
2622,"('hot', 'downloads')",1
2623,"('downloads', 'member')",1
2624,"('member', 'get')",1
2625,"('get', 'free')",5
2626,"('free', 'click')",1
2627,"('click', 'open')",1
2628,"('open', 'next')",1
2629,"('next', 'link')",1
2630,"('link', 'sent')",1
2631,"('sent', 'onegreat')",1
2632,"('onegreat', 'news')",1
2633,"('news', 'call')",2
2634,"('claim', 'guaranteed')",2
2635,"('gift', 'speak')",2
2636,"('live', 'operatorwin')",1
2637,"('operatorwin', '£<num>')",1
2638,"('£<num>', 'music')",3
2639,"('music', 'gift')",3
2640,"('voucher', 'every')",3
2641,"('week', 'starting')",4
2642,"('starting', 'text')",3
2643,"('word', 'draw')",3
2644,"('draw', '<num>')",3
2645,"('wwwldewcom', 'skillgame<num>winaweek')",1
2646,"('skillgame<num>winaweek', 'age<num>ppermesssubscriptionpath')",1
2647,"('age<num>ppermesssubscriptionpath', 'half')",1
2648,"('update', 'or<num>stoptxtcall')",1
2649,"('or<num>stoptxtcall', '<num>')",1
2650,"('use', 'mind')",1
2651,"('mind', 'call')",1
2652,"('call', 'cast')",1
2653,"('cast', 'spain')",1
2654,"('spain', 'mob')",1
2655,"('mob', 'vary')",1
2656,"('vary', 'service')",1
2657,"('service', 'provided')",1
2658,"('provided', 'gbp<num>month')",1
2659,"('gbp<num>month', 'box<num>m<num>')",1
2660,"('box<num>m<num>', 'stop')",1
2661,"('stop', 'ageurgent')",1
2662,"('ageurgent', 'mobile')",1
2663,"('mobile', '£<num>')",1
2664,"('<num>', 'asap')",4
2665,"('asap', 'box<num>n<num>qp')",3
2666,"('box<num>n<num>qp', 'ppmeerie')",1
2667,"('ppmeerie', 'nokia')",1
2668,"('wwwgetzedcouk', 'pobox<num>w<num>wqsexy')",1
2669,"('pobox<num>w<num>wqsexy', 'single')",1
2670,"('single', 'waiting')",1
2671,"('waiting', 'text')",2
2672,"('text', 'age')",2
2673,"('age', 'followed')",2
2674,"('followed', 'gender')",1
2675,"('gender', 'wither')",1
2676,"('wither', 'golf')",1
2677,"('golf', 'gay')",1
2678,"('gay', 'men')",1
2679,"('men', 'text')",1
2680,"('followed', 'eggfreeman')",1
2681,"('eggfreeman', 'claim')",1
2682,"('claim', 'sims')",1
2683,"('sims', 'messagestext')",1
2684,"('messagestext', '<num>')",1
2685,"('<num>', 'nowise')",1
2686,"('nowise', 'web<num>mobile')",1
2687,"('web<num>mobile', 'mate')",1
2688,"('mate', 'etc')",1
2689,"('etc', 'join')",1
2690,"('join', 'txt<num>com')",1
2691,"('txt<num>com', '<num>pwk')",1
2692,"('<num>pwk', 'box')",1
2693,"('box', 'law')",2
2694,"('law', 'remove')",1
2695,"('text', 'stop<num>')",1
2696,"('stop<num>', 'freeringtonereply')",1
2697,"('freeringtonereply', 'realwell')",1
2698,"('realwell', 'done')",1
2699,"('done', 'england')",2
2700,"('england', 'get')",2
2701,"('get', 'official')",2
2702,"('official', 'poly')",2
2703,"('poly', 'ringtone')",4
2704,"('ringtone', 'colour')",4
2705,"('colour', 'flag')",4
2706,"('flag', 'yer')",4
2707,"('yer', 'mobile')",4
2708,"('mobile', 'text')",4
2709,"('tone', 'flag')",4
2710,"('flag', '<num>')",4
2711,"('<num>', 'output')",4
2712,"('text', 'eng')",4
2713,"('eng', 'stop')",4
2714,"('stop', 'box<num>')",4
2715,"('box<num>', 'w<num>wx')",4
2716,"('w<num>wx', '£<num>final')",1
2717,"('£<num>final', 'chance')",1
2718,"('£<num>', 'subprivate')",1
2719,"('subprivate', '<num>')",1
2720,"('<num>', 'expiressims')",1
2721,"('expiressims', 'service')",1
2722,"('service', 'inclusive')",4
2723,"('inclusive', 'text')",4
2724,"('login', 'unsubscribe')",1
2725,"('charge', 'help<num>')",1
2726,"('help<num>', 'boxfreeway')",1
2727,"('boxfreeway', 'sexy')",1
2728,"('<num>', 'hawkwinner')",1
2729,"('hawkwinner', 'specially')",1
2730,"('award', 'speak')",2
2731,"('call', '<num>am<num>pm')",2
2732,"('<num>am<num>pm', 'costsunshine')",1
2733,"('costsunshine', 'hols')",1
2734,"('hols', 'claim')",2
2735,"('claim', 'med')",2
2736,"('med', 'holiday')",2
2737,"('holiday', 'send')",2
2738,"('send', 'stamped')",2
2739,"('stamped', 'self')",2
2740,"('self', 'address')",2
2741,"('address', 'envelope')",2
2742,"('envelope', 'drink')",2
2743,"('drink', 'box')",2
2744,"('box', 'bray')",2
2745,"('bray', 'wicklow')",2
2746,"('wicklow', 'eire')",2
2747,"('eire', 'quiz')",2
2748,"('quiz', 'start')",2
2749,"('start', 'saturday')",4
2750,"('saturday', 'sub')",2
2751,"('sub', 'stopwin')",1
2752,"('stopwin', '£<num>')",2
2753,"('tic', 'wwwidewcom')",2
2754,"('wwwidewcom', 'spillage')",2
2755,"('spillage', '<num>winaweek')",2
2756,"('<num>winaweek', 'age')",2
2757,"('age', '<num>ppermesssubscriptioncongratulation')",1
2758,"('<num>ppermesssubscriptioncongratulation', 'week')",1
2759,"('<num>', 'ppmblu')",1
2760,"('ppmblu', 'voucher')",1
2761,"('voucher', '<num>')",1
2762,"('<num>', 'mass')",1
2763,"('mass', 'log')",1
2764,"('onto', 'wwwb<num>utelecom')",1
2765,"('wwwb<num>utelecom', 'discount')",1
2766,"('discount', 'credit')",1
2767,"('credit', 'opt')",1
2768,"('stop', 'customer')",1
2769,"('customer', 'care')",2
2770,"('care', 'call')",1
2771,"('call', '<num>freeman')",1
2772,"('hey', 'buffy')",1
2773,"('buffy', 'love')",1
2774,"('love', 'satisfy')",1
2775,"('satisfy', 'men')",1
2776,"('men', 'home')",1
2777,"('home', 'alone')",1
2778,"('alone', 'feeling')",1
2779,"('feeling', 'randy')",1
2780,"('randy', 'reply')",1
2781,"('reply', 'pix')",1
2782,"('pix', 'lynn')",1
2783,"('lynn', 'help<num>p')",1
2784,"('help<num>p', 'mag')",1
2785,"('mag', 'send')",1
2786,"('stop', 'stop')",5
2787,"('stop', 'titsunshine')",1
2788,"('titsunshine', 'hols')",1
2789,"('sub', 'stopfree')",1
2790,"('stopfree', 'week')",1
2791,"('mate', 'zed')",1
2792,"('zed', 'box')",1
2793,"('wow', 'norm<num>ptoneshop')",1
2794,"('norm<num>ptoneshop', 'till')",1
2795,"('mobile', 'varyfree')",1
2796,"('varyfree', 'camera')",1
2797,"('phone', 'inferential')",1
2798,"('inferential', 'month')",1
2799,"('month', 'cross')",1
2800,"('cross', 'new')",3
2801,"('new', 'mind')",3
2802,"('mind', 'price')",1
2803,"('price', 'text')",1
2804,"('text', 'bundle')",1
2805,"('bundle', 'deal')",1
2806,"('deal', 'also')",1
2807,"('also', 'able')",1
2808,"('able', 'call')",1
2809,"('<num>', 'call<num>optoutjurgent')",1
2810,"('call<num>optoutjurgent', 'mobile')",1
2811,"('box<num>n<num>qp', 'ppmurgent')",1
2812,"('ppmurgent', 'costa')",1
2813,"('cost£<num>pm', 'maximinguaranteed')",1
2814,"('maximinguaranteed', '£<num>')",1
2815,"('<num>am<num>pm', 'costthanks')",1
2816,"('costthanks', 'ringtone')",1
2817,"('order', 'ref')",2
2818,"('ref', 'number')",2
2819,"('number', 'know')",1
2820,"('know', 'mobile')",1
2821,"('charged', '£<num>')",3
2822,"('£<num>', 'tone')",2
2823,"('tone', 'arrive')",5
2824,"('arrive', 'please')",5
2825,"('service', '<num>babe')",1
2826,"('<num>babe', 'gotten')",1
2827,"('gotten', 'bout')",1
2828,"('bout', 'scammer')",1
2829,"('scammer', 'getting')",1
2830,"('getting', 'smartthough')",1
2831,"('smartthough', 'regular')",1
2832,"('regular', 'danone')",1
2833,"('danone', 'respond')",1
2834,"('respond', 'get')",1
2835,"('get', 'prem')",1
2836,"('prem', 'rate')",1
2837,"('rate', 'subscription')",1
2838,"('subscription', 'used')",1
2839,"('used', 'also')",1
2840,"('also', 'bewareback')",1
2841,"('bewareback', 'work')",1
2842,"('work', 'morrow')",1
2843,"('morrow', 'half')",1
2844,"('half', 'term')",1
2845,"('term', 'unite')",1
2846,"('unite', 'sexy')",1
2847,"('sexy', 'passion')",1
2848,"('passion', 'back')",1
2849,"('back', 'chat')",1
2850,"('<num>', 'lug')",1
2851,"('lug', 'dena')",1
2852,"('dena', 'call')",1
2853,"('call', '£<num>minmobsmorelkpobox<num>hp<num>flthanks')",1
2854,"('£<num>minmobsmorelkpobox<num>hp<num>flthanks', 'ringtone')",1
2855,"('number', 'mobile')",2
2856,"('service', '<num>splashmobile')",1
2857,"('<num>splashmobile', 'choose')",1
2858,"('choose', '<num>')",1
2859,"('<num>', 'gre')",1
2860,"('gre', 'tone')",2
2861,"('tone', 'subscription')",1
2862,"('subscription', 'service')",2
2863,"('service', 'weekly')",1
2864,"('weekly', 'tone')",1
2865,"('tone', 'costing')",1
2866,"('costing', 'one')",1
2867,"('one', 'credit')",1
2868,"('credit', 'kick')",1
2869,"('kick', 'back')",1
2870,"('back', 'enjoyheard')",1
2871,"('enjoyheard', 'call')",1
2872,"('call', 'rude')",2
2873,"('rude', 'chat')",2
2874,"('chat', 'private')",2
2875,"('private', 'line')",2
2876,"('line', '<num>')",4
2877,"('cum', 'wan')",2
2878,"('wan', 'pic')",2
2879,"('pic', 'getting')",2
2880,"('getting', 'shagged')",2
2881,"('shagged', 'text')",2
2882,"('text', 'pix')",2
2883,"('pix', '<num>')",2
2884,"('<num>', 'send')",3
2885,"('send', 'send')",2
2886,"('<num>', 'sam')",2
2887,"('sam', 'xxxforwarded')",1
2888,"('xxxforwarded', '<num>free')",1
2889,"('<num>free', 'entry')",4
2890,"('<num>', 'wwwtextcompcom<num>')",1
2891,"('wwwtextcompcom<num>', '<num>')",1
2892,"('<num>', 'lost')",1
2893,"('lost', 'pound')",1
2894,"('pound', 'helpmobile')",1
2895,"('helpmobile', 'month')",1
2896,"('month', 'update')",2
2897,"('free', 'orange')",2
2898,"('orange', 'latest')",2
2899,"('mobile', 'unlimited')",2
2900,"('unlimited', 'weekend')",2
2901,"('weekend', 'call')",2
2902,"('call', 'call')",2
2903,"('mobile', 'updo')",2
2904,"('updo', 'freephone')",2
2905,"('<num>', 'stopnew')",1
2906,"('stopnew', 'message')",1
2907,"('message', 'please')",3
2908,"('call', '<num>forwarded')",1
2909,"('<num>forwarded', '<num>hi')",1
2910,"('<num>hi', 'mailbox')",2
2911,"('mailbox', 'messaging')",2
2912,"('messaging', 'sims')",2
2913,"('sims', 'alert')",2
2914,"('alert', 'message')",1
2915,"('message', 'match')",2
2916,"('back', '<num>')",2
2917,"('<num>', 'retrieve')",2
2918,"('retrieve', 'message')",2
2919,"('message', 'matchcongrats')",1
2920,"('matchcongrats', 'year')",1
2921,"('done', 'misswin')",1
2922,"('misswin', 'year')",1
2923,"('tic', 'wwwldewcomsubs<num>win<num>ppmx<num>mob')",1
2924,"('wwwldewcomsubs<num>win<num>ppmx<num>mob', 'pub')",1
2925,"('pub', 'quintin')",2
2926,"('quintin', '£<num>')",2
2927,"('£<num>', 'high')",2
2928,"('high', 'street')",2
2929,"('street', 'prize')",2
2930,"('prize', 'know')",2
2931,"('know', 'new')",2
2932,"('new', 'duchess')",2
2933,"('duchess', 'cornwall')",2
2934,"('cornwall', 'text')",2
2935,"('first', 'name')",2
2936,"('name', '<num>unsub')",2
2937,"('<num>unsub', 'stop')",2
2938,"('stop', '£<num>')",2
2939,"('£<num>', '<num>')",1
2940,"('<num>', 'arrownokia')",1
2941,"('arrownokia', '<num>i')",1
2942,"('hgsuite<num>lands', 'roww<num>jhlcongratulation')",1
2943,"('roww<num>jhlcongratulation', 'thanks')",1
2944,"('thanks', 'good')",3
2945,"('good', 'friend')",3
2946,"('friend', '£<num>')",3
2947,"('£<num>', 'xmas')",3
2948,"('xmas', 'prize')",3
2949,"('minute', 'btnationalratetddnewsletteremc<num>couk')",1
2950,"('btnationalratetddnewsletteremc<num>couk', 'game')",1
2951,"('game', 'thedailydraw')",1
2952,"('thedailydraw', 'dear')",1
2953,"('dear', 'helen')",1
2954,"('helen', 'dozen')",1
2955,"('dozen', 'free')",1
2956,"('free', 'game')",2
2957,"('game', 'great')",1
2958,"('great', 'prizeswithurgent')",1
2959,"('prizeswithurgent', 'mobile')",1
2960,"('asap', 'box')",1
2961,"('box', '<num>n<num>qp')",1
2962,"('<num>n<num>qp', 'ppmdouble')",1
2963,"('ppmdouble', 'mind')",2
2964,"('tit', 'orange')",3
2965,"('orange', 'price')",1
2966,"('inferential', 'motorola')",1
2967,"('sonyericsson', 'booth')",1
2968,"('booth', 'freesia')",1
2969,"('freesia', 'free')",1
2970,"('<num>', 'or<num>optouthv<num>ddownload')",1
2971,"('or<num>optouthv<num>ddownload', 'many')",1
2972,"('many', 'ringtones')",1
2973,"('ringtones', 'like')",1
2974,"('like', 'restriction')",1
2975,"('restriction', '<num>')",1
2976,"('<num>', 'choose')",1
2977,"('choose', 'even')",1
2978,"('even', 'send')",1
2979,"('send', 'buddy')",1
2980,"('buddy', 'text')",1
2981,"('text', 'sir')",1
2982,"('sir', '<num>please')",1
2983,"('message', 'waitingspook')",1
2984,"('waitingspook', 'mob')",1
2985,"('mob', 'halloween')",3
2986,"('halloween', 'collection')",3
2987,"('collection', 'logo')",2
2988,"('logo', 'pic')",2
2989,"('pic', 'message')",2
2990,"('message', 'plus')",3
2991,"('free', 'eerie')",3
2992,"('eerie', 'tone')",3
2993,"('tone', 'text')",7
2994,"('text', 'card')",3
2995,"('card', 'spook')",3
2996,"('spook', '<num>')",2
2997,"('<num>', 'zed')",2
2998,"('zed', '<num>p')",2
2999,"('per', 'logicfantasy')",1
3000,"('logicfantasy', 'football')",1
3001,"('football', 'back')",2
3002,"('back', 'sky')",2
3003,"('sky', 'gamester')",2
3004,"('gamester', 'sky')",2
3005,"('sky', 'active')",2
3006,"('active', 'play')",2
3007,"('play', '£<num>k')",2
3008,"('£<num>k', 'dream')",2
3009,"('dream', 'team')",2
3010,"('team', 'scoring')",2
3011,"('scoring', 'start')",2
3012,"('saturday', 'register')",2
3013,"('register', 'noisy')",2
3014,"('noisy', 'opt')",2
3015,"('opt', '<num>tone')",1
3016,"('<num>tone', 'club')",1
3017,"('club', 'sub')",1
3018,"('sub', 'expired')",1
3019,"('expired', 'result')",1
3020,"('result', 'reply')",1
3021,"('reply', 'mono')",1
3022,"('mono', 'mono')",1
3023,"('mono', 'poly')",1
3024,"('poly', 'polys')",1
3025,"('polys', 'weekly')",1
3026,"('weekly', 'per')",1
3027,"('stop', 'mag')",1
3028,"('mag', 'free')",3
3029,"('free', 'stream')",1
3030,"('stream', '<num>xmas')",1
3031,"('<num>xmas', 'prize')",1
3032,"('prize', 'draw')",2
3033,"('draw', 'trying')",1
3034,"('line', 'validyes')",1
3035,"('validyes', 'place')",1
3036,"('place', 'town')",2
3037,"('town', 'meet')",2
3038,"('meet', 'exciting')",2
3039,"('exciting', 'adult')",2
3040,"('adult', 'single')",2
3041,"('single', 'text')",2
3042,"('<num>', '<num>pmsgsomeone')",1
3043,"('<num>pmsgsomeone', 'contacted')",1
3044,"('phone', 'becausethey')",1
3045,"('becausethey', 'fancy')",1
3046,"('<num>', 'boxbabe')",1
3047,"('boxbabe', 'want')",1
3048,"('want', 'done')",1
3049,"('done', 'baby')",1
3050,"('baby', 'nasty')",1
3051,"('nasty', 'thing')",1
3052,"('thing', 'filthyguys')",1
3053,"('filthyguys', 'fancy')",1
3054,"('fancy', 'rude')",1
3055,"('rude', 'time')",1
3056,"('time', 'sexy')",1
3057,"('sexy', 'bitch')",1
3058,"('bitch', 'hard')",1
3059,"('hard', 'text')",1
3060,"('xxx', 'slo<num>msgsknow')",1
3061,"('slo<num>msgsknow', 'know')",1
3062,"('len', 'yearsims')",1
3063,"('yearsims', 'service')",1
3064,"('plus', 'gotta')",1
3065,"('gotta', 'wwwcomuknet')",1
3066,"('<num>', 'comuk<num>cm<num>')",1
3067,"('comuk<num>cm<num>', 'maevalentine')",1
3068,"('maevalentine', 'day')",1
3069,"('rcd', 'custcare<num>guess')",1
3070,"('custcare<num>guess', 'first')",1
3071,"('first', 'time')",1
3072,"('time', 'created')",1
3073,"('created', 'web')",1
3074,"('web', 'page')",1
3075,"('page', 'wwwasjesuscom')",1
3076,"('wwwasjesuscom', 'read')",1
3077,"('read', 'wrote')",1
3078,"('wrote', 'waiting')",1
3079,"('waiting', 'opinion')",1
3080,"('opinion', 'want')",1
3081,"('want', 'friendchance')",1
3082,"('friendchance', 'win')",1
3083,"('<num>', 'wwwmusictrivianet')",1
3084,"('wwwmusictrivianet', 'custard')",1
3085,"('<num>', '<num>x<num>pwkfinal')",1
3086,"('<num>x<num>pwkfinal', 'chance')",1
3087,"('£<num>', 'subspook')",1
3088,"('subspook', 'mob')",1
3089,"('collection', 'nokia')",1
3090,"('nokia', 'logic')",1
3091,"('logic', 'message')",1
3092,"('spook', '<num>urgent')",1
3093,"('<num>urgent', 'call')",2
3094,"('landline', 'complementary')",1
3095,"('complementary', 'tenerife')",1
3096,"('box', 'ppm')",1
3097,"('ppm', 'sender')",1
3098,"('sender', 'offerwinner')",1
3099,"('offerwinner', 'valued')",1
3100,"('£<num>', 'reward')",4
3101,"('reward', 'collect')",1
3102,"('collect', 'call')",3
3103,"('valid', 'hour')",1
3104,"('hour', 'acl<num>pmnokia')",1
3105,"('acl<num>pmnokia', '<num>')",1
3106,"('<num>', 'plus')",1
3107,"('free', 'digital')",1
3108,"('camera', 'get')",1
3109,"('<num>', 'pobox<num>tcrw<num>free')",1
3110,"('pobox<num>tcrw<num>free', 'entry')",1
3111,"('<num>', 'wwwtxttowincouktext<num>')",1
3112,"('wwwtxttowincouktext<num>', 'get')",1
3113,"('get', 'ringtones')",1
3114,"('ringtones', 'logo')",1
3115,"('logo', 'game')",1
3116,"('game', 'wwwtxt<num>com')",1
3117,"('wwwtxt<num>com', 'question')",1
3118,"('question', 'infotxt<num>coukfreeman')",1
3119,"('infotxt<num>coukfreeman', 'awarded')",1
3120,"('awarded', 'free')",1
3121,"('free', 'mini')",1
3122,"('mini', 'digital')",1
3123,"('camera', 'reply')",1
3124,"('reply', 'snap')",1
3125,"('snap', 'collect')",1
3126,"('collect', 'prize')",1
3127,"('prize', 'quizclub')",1
3128,"('quizclub', 'opt')",1
3129,"('opt', 'stop')",1
3130,"('stop', '<num>pwk')",1
3131,"('<num>pwk', 'spam')",1
3132,"('spam', 'ph<num>message')",1
3133,"('ph<num>message', 'brought')",1
3134,"('brought', 'new')",1
3135,"('new', 'ltd')",1
3136,"('ltd', 'connectedcongrats')",1
3137,"('connectedcongrats', 'mobile')",1
3138,"('online', 'rental')",4
3139,"('rental', 'bxsnext')",1
3140,"('bxsnext', 'amazing')",1
3141,"('amazing', 'xxx')",1
3142,"('xxx', 'picsfree<num>')",1
3143,"('picsfree<num>', 'video')",1
3144,"('video', 'sent')",1
3145,"('sent', 'enjoy')",1
3146,"('enjoy', 'one')",2
3147,"('one', 'enough')",1
3148,"('enough', 'day')",1
3149,"('day', 'text')",2
3150,"('back', 'keyword')",1
3151,"('keyword', 'picsfree<num>')",1
3152,"('picsfree<num>', 'get')",1
3153,"('get', 'next')",1
3154,"('next', 'videosubscribed')",1
3155,"('videosubscribed', 'best')",1
3156,"('per', 'ten')",1
3157,"('ten', 'day')",1
3158,"('helpline', '<num>free')",1
3159,"('<num>free', 'tarot')",1
3160,"('tarot', 'text')",1
3161,"('text', 'find')",1
3162,"('find', 'love')",1
3163,"('love', 'life')",1
3164,"('life', 'try')",1
3165,"('try', 'free')",1
3166,"('text', 'chance')",1
3167,"('chance', '<num>')",1
3168,"('free', 'mug')",1
3169,"('mug', '£<num>join')",1
3170,"('£<num>join', 'horniest')",1
3171,"('horniest', 'dogging')",1
3172,"('dogging', 'service')",1
3173,"('service', 'sex')",1
3174,"('sex', 'unite')",1
3175,"('unite', 'sign')",1
3176,"('sign', 'follow')",1
3177,"('follow', 'instruction')",2
3178,"('instruction', 'text')",1
3179,"('text', 'entry')",1
3180,"('entry', '<num>')",1
3181,"('<num>', 'nytec<num>a<num>lpmsg<num>psunshine')",1
3182,"('nytec<num>a<num>lpmsg<num>psunshine', 'quiz')",1
3183,"('£<num>', 'tyroneknock')",1
3184,"('tyroneknock', 'knock')",1
3185,"('knock', 'text')",1
3186,"('text', 'whose')",1
3187,"('whose', '<num>')",1
3188,"('<num>', 'enter')",1
3189,"('enter', 'weekly')",1
3190,"('voucher', 'store')",1
3191,"('choice', 'wwwtklscom')",1
3192,"('wwwtklscom', 'age')",1
3193,"('age', 'stoptxtstop£<num>weekforwarded')",1
3194,"('stoptxtstop£<num>weekforwarded', '<num>hi')",1
3195,"('alert', 'match')",1
3196,"('match', 'cc<num>pminfree')",1
