,trigrams,count
22175,"('present', 'always', 'biz')",1
22176,"('always', 'biz', 'cant')",1
22177,"('biz', 'cant', 'love')",1
22178,"('cant', 'love', 'jeevithathile')",1
22179,"('love', 'jeevithathile', 'airline')",1
22180,"('jeevithathile', 'airline', 'neekunna')",1
22181,"('airline', 'neekunna', 'prakasamanu')",1
22182,"('neekunna', 'prakasamanu', 'steam')",1
22183,"('prakasamanu', 'steam', 'parka')",1
22184,"('steam', 'parka', 'annal')",1
22185,"('parka', 'annal', 'arabia')",1
22186,"('annal', 'arabia', 'arabia')",1
22187,"('arabia', 'arabia', 'love')",1
22188,"('arabia', 'love', 'got')",1
22189,"('love', 'got', 'donejus')",1
22190,"('got', 'donejus', 'finish')",1
22191,"('donejus', 'finish', 'blowing')",1
22192,"('finish', 'blowing', 'hair')",1
22193,"('blowing', 'hair', 'finish')",1
22194,"('hair', 'finish', 'dinner')",1
22195,"('finish', 'dinner', 'alreadybus')",1
22196,"('dinner', 'alreadybus', 'lovelow')",1
22197,"('alreadybus', 'lovelow', 'knew')",1
22198,"('lovelow', 'knew', 'saw')",1
22199,"('knew', 'saw', 'dollar')",1
22200,"('saw', 'dollar', 'storesaturday')",1
22201,"('dollar', 'storesaturday', 'sunday')",1
22202,"('storesaturday', 'sunday', 'holiday')",1
22203,"('sunday', 'holiday', 'difficulteverybody')",1
22204,"('holiday', 'difficulteverybody', 'fun')",1
22205,"('difficulteverybody', 'fun', 'evening')",1
22206,"('fun', 'evening', 'missgot')",1
22207,"('evening', 'missgot', 'hello')",1
22208,"('missgot', 'hello', 'gas')",1
22209,"('hello', 'gas', 'money')",1
22210,"('gas', 'money', 'want')",1
22211,"('money', 'want', 'grand')",1
22212,"('grand', 'nature', 'adventure')",1
22213,"('nature', 'adventure', 'galileo')",1
22214,"('adventure', 'galileo', 'little')",1
22215,"('galileo', 'little', 'bitmeeting')",1
22216,"('little', 'bitmeeting', 'call')",1
22217,"('bitmeeting', 'call', 'laterwow')",1
22218,"('call', 'laterwow', 'gay')",1
22219,"('laterwow', 'gay', 'firmware')",1
22220,"('gay', 'firmware', 'update')",1
22221,"('firmware', 'update', 'helpmove')",1
22222,"('update', 'helpmove', 'morphinecome')",1
22223,"('helpmove', 'morphinecome', 'din')",1
22224,"('morphinecome', 'din', 'yup')",1
22225,"('din', 'yup', 'cut')",1
22226,"('yup', 'cut', 'hairlunch')",1
22227,"('cut', 'hairlunch', 'ahafirst')",1
22228,"('hairlunch', 'ahafirst', 'time')",1
22229,"('ahafirst', 'time', 'use')",1
22230,"('use', 'type', 'wordcaptain')",1
22231,"('type', 'wordcaptain', 'vijaykanth')",1
22232,"('wordcaptain', 'vijaykanth', 'comedy')",1
22233,"('vijaykanth', 'comedy', 'captain')",1
22234,"('comedy', 'captain', 'drunkencourse')",1
22235,"('captain', 'drunkencourse', 'guess')",1
22236,"('drunkencourse', 'guess', 'god')",1
22237,"('guess', 'god', 'got')",1
22238,"('god', 'got', 'hold')",1
22239,"('got', 'hold', 'righthide')",1
22240,"('hold', 'righthide', 'anything')",1
22241,"('righthide', 'anything', 'keeping')",1
22242,"('anything', 'keeping', 'distancesorry')",1
22243,"('keeping', 'distancesorry', 'din')",1
22244,"('distancesorry', 'din', 'lock')",1
22245,"('din', 'lock', 'keypadgot')",1
22246,"('lock', 'keypadgot', 'person')",1
22247,"('keypadgot', 'person', 'storyplanning')",1
22248,"('person', 'storyplanning', 'come')",1
22249,"('storyplanning', 'come', 'chennaigod')",1
22250,"('come', 'chennaigod', 'created')",1
22251,"('chennaigod', 'created', 'gap')",1
22252,"('gap', 'finger', 'dat')",1
22253,"('finger', 'dat', 'sum')",1
22254,"('dat', 'sum', 'special')",1
22255,"('sum', 'special', 'fill')",1
22256,"('special', 'fill', 'gap')",1
22257,"('holding', 'hand', 'ply')",1
22258,"('hand', 'ply', 'done')",1
22259,"('ply', 'done', 'ask')",1
22260,"('done', 'ask', 'created')",1
22261,"('ask', 'created', 'much')",1
22262,"('created', 'much', 'gap')",1
22263,"('much', 'gap', 'legokay')",1
22264,"('gap', 'legokay', 'going')",1
22265,"('legokay', 'going', 'sleep')",1
22266,"('going', 'sleep', 'laterplease')",1
22267,"('sleep', 'laterplease', 'protect')",1
22268,"('laterplease', 'protect', 'threat')",1
22269,"('share', 'password', 'anybodyfinally')",1
22270,"('password', 'anybodyfinally', 'happened')",1
22271,"('anybodyfinally', 'happened', 'decade')",1
22272,"('happened', 'decade', 'beer')",1
22273,"('decade', 'beer', 'cheaper')",1
22274,"('beer', 'cheaper', 'petrol')",1
22275,"('cheaper', 'petrol', 'government')",1
22276,"('petrol', 'government', 'expects')",1
22277,"('government', 'expects', 'drink')",1
22278,"('expects', 'drink', 'drivemeeting')",1
22279,"('drink', 'drivemeeting', 'tarlow')",1
22280,"('drivemeeting', 'tarlow', 'yes')",1
22281,"('tarlow', 'yes', 'add')",1
22282,"('yes', 'add', 'spice')",1
22283,"('add', 'spice', 'dayhope')",1
22284,"('spice', 'dayhope', 'great')",1
22285,"('dayhope', 'great', 'daypeasant')",1
22286,"('great', 'daypeasant', 'trans')",1
22287,"('daypeasant', 'trans', 'mother')",1
22288,"('trans', 'mother', 'passed')",1
22289,"('night', 'pray', 'familywork')",1
22290,"('pray', 'familywork', 'somethingmessage')",1
22291,"('familywork', 'somethingmessage', 'great')",1
22292,"('somethingmessage', 'great', 'doctor')",1
22293,"('great', 'doctor', 'india')",1
22294,"('doctor', 'india', 'drink')",1
22295,"('india', 'drink', 'apply')",1
22296,"('drink', 'apply', 'fizz')",1
22297,"('apply', 'fizz', 'contains')",1
22298,"('fizz', 'contains', 'cancer')",1
22299,"('contains', 'cancer', 'causing')",1
22300,"('cancer', 'causing', 'agecant')",1
22301,"('causing', 'agecant', 'pick')",1
22302,"('agecant', 'pick', 'phone')",1
22303,"('plus', 'send', 'messagecall')",1
22304,"('send', 'messagecall', 'tell')",1
22305,"('messagecall', 'tell', 'front')",1
22306,"('tell', 'front', 'callproblady')",1
22307,"('front', 'callproblady', 'first')",1
22308,"('callproblady', 'first', 'genus')",1
22309,"('first', 'genus', 'secondyes')",1
22310,"('genus', 'secondyes', 'please')",1
22311,"('secondyes', 'please', 'swimmingmum')",1
22312,"('please', 'swimmingmum', 'going')",1
22313,"('swimmingmum', 'going', 'robinson')",1
22314,"('going', 'robinson', 'alreadyset')",1
22315,"('robinson', 'alreadyset', 'let')",1
22316,"('alreadyset', 'let', 'noe')",1
22317,"('let', 'noe', 'detail')",1
22318,"('noe', 'detail', 'laterhotel')",1
22319,"('detail', 'laterhotel', 'software')",1
22320,"('laterhotel', 'software', 'namesend')",1
22321,"('software', 'namesend', 'print')",1
22322,"('namesend', 'print', 'outreal')",1
22323,"('print', 'outreal', 'mat')",1
22324,"('outreal', 'mat', 'mum')",1
22325,"('mat', 'mum', 'unite')",1
22326,"('mum', 'unite', 'moroborn')",1
22327,"('unite', 'moroborn', 'god')",1
22328,"('moroborn', 'god', 'said')",1
22329,"('god', 'said', 'another')",1
22330,"('said', 'another', 'idiot')",1
22331,"('another', 'idiot', 'born')",1
22332,"('idiot', 'born', 'god')",1
22333,"('born', 'god', 'said')",1
22334,"('god', 'said', 'competition')",1
22335,"('said', 'competition', 'knew')",1
22336,"('competition', 'knew', 'one')",1
22337,"('knew', 'one', 'day')",1
22338,"('one', 'day', 'two')",1
22339,"('day', 'two', 'become')",1
22340,"('two', 'become', 'friend')",1
22341,"('become', 'friend', 'foreverdidst')",1
22342,"('friend', 'foreverdidst', 'get')",1
22343,"('foreverdidst', 'get', 'full')",1
22344,"('get', 'full', 'msgsometext')",1
22345,"('full', 'msgsometext', 'missing')",1
22346,"('msgsometext', 'missing', 'sendprobably')",1
22347,"('missing', 'sendprobably', 'almost')",1
22348,"('sendprobably', 'almost', 'gas')",1
22349,"('almost', 'gas', 'get')",1
22350,"('gas', 'get', 'cash')",1
22351,"('get', 'cash', 'tomorrowforgot')",1
22352,"('cash', 'tomorrowforgot', 'ask')",1
22353,"('tomorrowforgot', 'ask', 'smith')",1
22354,"('ask', 'smith', 'card')",1
22355,"('smith', 'card', 'present')",1
22356,"('card', 'present', 'lei')",1
22357,"('present', 'lei', 'want')",1
22358,"('lei', 'want', 'write')",1
22359,"('want', 'write', 'smith')",1
22360,"('write', 'smith', 'signleaving')",1
22361,"('smith', 'signleaving', 'houseready')",1
22362,"('signleaving', 'houseready', 'callweka')",1
22363,"('houseready', 'callweka', 'rivergood')",1
22364,"('callweka', 'rivergood', 'thing')",1
22365,"('rivergood', 'thing', 'getting')",1
22366,"('thing', 'getting', 'connectionsay')",1
22367,"('getting', 'connectionsay', 'last')",1
22368,"('connectionsay', 'last', 'new')",1
22369,"('last', 'new', 'came')",1
22370,"('new', 'came', 'homecool')",1
22371,"('came', 'homecool', 'night')",1
22372,"('homecool', 'night', 'lemme')",1
22373,"('night', 'lemme', 'know')",1
22374,"('lemme', 'know', 'aroundstaying')",1
22375,"('know', 'aroundstaying', 'townhama')",1
22376,"('aroundstaying', 'townhama', 'yeah')",1
22377,"('townhama', 'yeah', 'kind')",1
22378,"('yeah', 'kind', 'shitloadtake')",1
22379,"('kind', 'shitloadtake', 'shopping')",1
22380,"('shitloadtake', 'shopping', 'get')",1
22381,"('shopping', 'get', 'paidlife')",1
22382,"('get', 'paidlife', 'mean')",1
22383,"('paidlife', 'mean', 'lot')",1
22384,"('friend', 'call', 'worldalright')",1
22385,"('call', 'worldalright', 'bring')",1
22386,"('worldalright', 'bring', 'see')",1
22387,"('bring', 'see', 'like')",1
22388,"('see', 'like', 'list')",1
22389,"('like', 'list', 'mindplus')",1
22390,"('list', 'mindplus', 'done')",1
22391,"('mindplus', 'done', 'play')",1
22392,"('done', 'play', 'others')",1
22393,"('play', 'others', 'lifelatin')",1
22394,"('others', 'lifelatin', 'lunchhelmut')",1
22395,"('lifelatin', 'lunchhelmut', 'give')",1
22396,"('lunchhelmut', 'give', 'one')",1
22397,"('give', 'one', 'daytry')",1
22398,"('one', 'daytry', 'decided')",1
22399,"('daytry', 'decided', 'headprobsurly')",1
22400,"('decided', 'headprobsurly', 'ill')",1
22401,"('headprobsurly', 'ill', 'give')",1
22402,"('ill', 'give', 'coming')",1
22403,"('give', 'coming', 'reviewmarch')",1
22404,"('coming', 'reviewmarch', 'ending')",1
22405,"('reviewmarch', 'ending', 'ready')",1
22406,"('ending', 'ready', 'call')",1
22407,"('ready', 'call', 'sure')",1
22408,"('call', 'sure', 'problem')",1
22409,"('sure', 'problem', 'capital')",1
22410,"('problem', 'capital', 'never')",1
22411,"('capital', 'never', 'complete')",1
22412,"('never', 'complete', 'far')",1
22413,"('complete', 'far', 'work')",1
22414,"('far', 'work', 'ladyvessel')",1
22415,"('work', 'ladyvessel', 'favor')",1
22416,"('ladyvessel', 'favor', 'plus')",1
22417,"('today', 'birthday', 'shiaplus')",1
22418,"('birthday', 'shiaplus', 'give')",1
22419,"('shiaplus', 'give', 'food')",1
22420,"('give', 'food', 'preferably')",1
22421,"('food', 'preferably', 'pap')",1
22422,"('preferably', 'pap', 'slowly')",1
22423,"('pap', 'slowly', 'load')",1
22424,"('slowly', 'load', 'sugar')",1
22425,"('load', 'sugar', 'take')",1
22426,"('sugar', 'take', 'hour')",1
22427,"('take', 'hour', 'give')",1
22428,"('hour', 'give', 'water')",1
22429,"('give', 'water', 'slowlyguy')",1
22430,"('water', 'slowlyguy', 'get')",1
22431,"('slowlyguy', 'get', 'used')",1
22432,"('get', 'used', 'dumb')",1
22433,"('used', 'dumb', 'realizekey')",1
22434,"('dumb', 'realizekey', 'donkey')",1
22435,"('realizekey', 'donkey', 'ill')",1
22436,"('donkey', 'ill', 'bit')",1
22437,"('ill', 'bit', 'sorting')",1
22438,"('bit', 'sorting', 'stuffwhats')",1
22439,"('sorting', 'stuffwhats', 'planyes')",1
22440,"('stuffwhats', 'planyes', 'fineliked')",1
22441,"('planyes', 'fineliked', 'new')",1
22442,"('fineliked', 'new', 'mobileanytimemmmmmmm')",1
22443,"('new', 'mobileanytimemmmmmmm', 'snuggle')",1
22444,"('mobileanytimemmmmmmm', 'snuggle', 'deep')",1
22445,"('snuggle', 'deep', 'contented')",1
22446,"('deep', 'contented', 'sigh')",1
22447,"('contented', 'sigh', 'whisper')",1
22448,"('sigh', 'whisper', 'fucking')",1
22449,"('whisper', 'fucking', 'love')",1
22450,"('fucking', 'love', 'much')",1
22451,"('much', 'barely', 'standyear')",1
22452,"('barely', 'standyear', 'say')",1
22453,"('standyear', 'say', 'got')",1
22454,"('say', 'got', 'errorhey')",1
22455,"('got', 'errorhey', 'anywaywow')",1
22456,"('errorhey', 'anywaywow', 'healthy')",1
22457,"('anywaywow', 'healthy', 'old')",1
22458,"('healthy', 'old', 'airport')",1
22459,"('old', 'airport', 'cant')",1
22460,"('airport', 'cant', 'anything')",1
22461,"('cant', 'anything', 'else')",1
22462,"('anything', 'else', 'bathing')",1
22463,"('else', 'bathing', 'dog')",1
22464,"('bathing', 'dog', 'laterfamily')",1
22465,"('dog', 'laterfamily', 'booking')",1
22466,"('laterfamily', 'booking', 'tour')",1
22467,"('booking', 'tour', 'packagesay')",1
22468,"('tour', 'packagesay', 'bold')",1
22469,"('packagesay', 'bold', 'torch')",1
22470,"('bold', 'torch', 'later')",1
22471,"('torch', 'later', 'one')",1
22472,"('later', 'one', 'torch')",1
22473,"('one', 'torch', 'boldhama')",1
22474,"('torch', 'boldhama', 'awesome')",1
22475,"('boldhama', 'awesome', 'might')",1
22476,"('awesome', 'might', 'need')",1
22477,"('might', 'need', 'take')",1
22478,"('need', 'take', 'tonightknow')",1
22479,"('take', 'tonightknow', 'gift')",1
22480,"('tonightknow', 'gift', 'thanks')",1
22481,"('gift', 'thanks', 'kanoanyway')",1
22482,"('thanks', 'kanoanyway', 'enjoy')",1
22483,"('kanoanyway', 'enjoy', 'wit')",1
22484,"('enjoy', 'wit', 'family')",1
22485,"('wit', 'family', 'wit')",1
22486,"('family', 'wit', 'salaryhuh')",1
22487,"('wit', 'salaryhuh', 'slow')",1
22488,"('salaryhuh', 'slow', 'tot')",1
22489,"('slow', 'tot', 'reach')",1
22490,"('tot', 'reach', 'long')",1
22491,"('reach', 'long', 'ago')",1
22492,"('long', 'ago', 'liao')",1
22493,"('ago', 'liao', 'day')",1
22494,"('liao', 'day', 'letcool')",1
22495,"('day', 'letcool', 'princess')",1
22496,"('letcool', 'princess', 'cover')",1
22497,"('princess', 'cover', 'face')",1
22498,"('cover', 'face', 'hot')",1
22499,"('face', 'hot', 'sticky')",1
22500,"('hot', 'sticky', 'cumbig')",1
22501,"('sticky', 'cumbig', 'brother')",1
22502,"('cumbig', 'brother', 'really')",1
22503,"('brother', 'really', 'scraped')",1
22504,"('really', 'scraped', 'barrel')",1
22505,"('scraped', 'barrel', 'shower')",1
22506,"('barrel', 'shower', 'social')",1
22507,"('shower', 'social', 'misfitoops')",1
22508,"('social', 'misfitoops', 'dun')",1
22509,"('misfitoops', 'dun', 'snuff')",1
22510,"('dun', 'snuff', 'check')",1
22511,"('snuff', 'check', 'tellmin')",1
22512,"('check', 'tellmin', 'lunchhey')",1
22513,"('tellmin', 'lunchhey', 'happened')",1
22514,"('lunchhey', 'happened', 'switch')",1
22515,"('happened', 'switch', 'cell')",1
22516,"('switch', 'cell', 'whole')",1
22517,"('cell', 'whole', 'day')",1
22518,"('whole', 'day', 'int')",1
22519,"('day', 'int', 'good')",1
22520,"('int', 'good', 'care')",1
22521,"('good', 'care', 'give')",1
22522,"('care', 'give', 'call')",1
22523,"('give', 'call', 'tomorrowaddie')",1
22524,"('call', 'tomorrowaddie', 'amp')",1
22525,"('tomorrowaddie', 'amp', 'art')",1
22526,"('amp', 'art', 'get')",1
22527,"('art', 'get', 'homeuncle')",1
22528,"('get', 'homeuncle', 'atlanta')",1
22529,"('homeuncle', 'atlanta', 'wish')",1
22530,"('guy', 'great', 'semesterlesson')",1
22531,"('great', 'semesterlesson', 'early')",1
22532,"('semesterlesson', 'early', 'still')",1
22533,"('early', 'still', 'sleeping')",1
22534,"('still', 'sleeping', 'hama')",1
22535,"('sleeping', 'hama', 'okie')",1
22536,"('hama', 'okie', 'home')",1
22537,"('okie', 'home', 'liao')",1
22538,"('home', 'liao', 'den')",1
22539,"('liao', 'den', 'confirmforgot')",1
22540,"('den', 'confirmforgot', 'tell')",1
22541,"('confirmforgot', 'tell', 'smith')",1
22542,"('tell', 'smith', 'like')",1
22543,"('smith', 'like', 'number')",1
22544,"('like', 'number', 'section')",1
22545,"('number', 'section', 'cleareryup')",1
22546,"('section', 'cleareryup', 'anything')",1
22547,"('cleareryup', 'anything', 'dun')",1
22548,"('anything', 'dun', 'wanhome')",1
22549,"('dun', 'wanhome', 'love')",1
22550,"('wanhome', 'love', 'still')",1
22551,"('love', 'still', 'awake')",1
22552,"('still', 'awake', 'loving')",1
22553,"('awake', 'loving', 'kisshello')",1
22554,"('loving', 'kisshello', 'peach')",1
22555,"('kisshello', 'peach', 'cake')",1
22556,"('peach', 'cake', 'test')",1
22557,"('cake', 'test', 'lushminor')",1
22558,"('test', 'lushminor', 'shindig')",1
22559,"('lushminor', 'shindig', 'place')",1
22560,"('shindig', 'place', 'later')",1
22561,"('place', 'later', 'tonight')",2
22562,"('later', 'tonight', 'interestedjason')",1
22563,"('tonight', 'interestedjason', 'say')",1
22564,"('interestedjason', 'say', 'cool')",1
22565,"('say', 'cool', 'pick')",1
22566,"('cool', 'pick', 'place')",1
22567,"('pick', 'place', 'like')",1
22568,"('place', 'like', 'hourcareer')",1
22569,"('like', 'hourcareer', 'tel')",1
22570,"('hourcareer', 'tel', 'added')",1
22571,"('tel', 'added', 'contact')",1
22572,"('added', 'contact', 'indyarockscom')",1
22573,"('contact', 'indyarockscom', 'send')",1
22574,"('indyarockscom', 'send', 'free')",1
22575,"('free', 'sims', 'remove')",1
22576,"('sims', 'remove', 'notebook')",1
22577,"('remove', 'notebook', 'sims')",1
22578,"('notebook', 'sims', 'listreached')",1
22579,"('sims', 'listreached', 'alreadydone')",1
22580,"('listreached', 'alreadydone', 'know')",1
22581,"('alreadydone', 'know', 'ask')",1
22582,"('know', 'ask', 'brother')",1
22583,"('ask', 'brother', 'nothing')",1
22584,"('brother', 'nothing', 'problem')",1
22585,"('nothing', 'problem', 'thing')",1
22586,"('problem', 'thing', 'toldking')",1
22587,"('thing', 'toldking', 'rocking')",1
22588,"('toldking', 'rocking', 'ashwat')",1
22589,"('rocking', 'ashwat', 'time')",1
22590,"('ashwat', 'time', 'going')",1
22591,"('time', 'going', 'hostelgood')",1
22592,"('going', 'hostelgood', 'morning')",1
22593,"('hostelgood', 'morning', 'dear')",1
22594,"('morning', 'dear', 'shitty')",1
22595,"('dear', 'shitty', 'great')",1
22596,"('shitty', 'great', 'amp')",1
22597,"('amp', 'successful', 'dayplacementpossession')",1
22598,"('successful', 'dayplacementpossession', 'especially')",1
22599,"('dayplacementpossession', 'especially', 'first')",1
22600,"('especially', 'first', 'offencedriving')",1
22601,"('first', 'offencedriving', 'even')",1
22602,"('offencedriving', 'even', 'many')",1
22603,"('even', 'many', 'reason')",1
22604,"('many', 'reason', 'called')",1
22605,"('reason', 'called', 'butt')",1
22606,"('called', 'butt', 'chick')",1
22607,"('butt', 'chick', 'dog')",1
22608,"('chick', 'dog', 'colder')",1
22609,"('dog', 'colder', 'vijayanagar')",1
22610,"('colder', 'vijayanagar', 'violence')",1
22611,"('vijayanagar', 'violence', 'conditioning')",1
22612,"('violence', 'conditioning', 'problembought')",1
22613,"('conditioning', 'problembought', 'test')",1
22614,"('problembought', 'test', 'yesterday')",1
22615,"('test', 'yesterday', 'something')",1
22616,"('yesterday', 'something', 'let')",1
22617,"('something', 'let', 'know')",1
22618,"('let', 'know', 'exact')",1
22619,"('know', 'exact', 'day')",1
22620,"('exact', 'day', 'ovulatewhen')",1
22621,"('day', 'ovulatewhen', 'get')",1
22622,"('ovulatewhen', 'get', 'plus')",1
22623,"('get', 'plus', 'plus')",1
22624,"('plus', 'plus', 'done')",1
22625,"('plus', 'done', 'fret')",1
22626,"('done', 'fret', 'know')",1
22627,"('fret', 'know', 'worried')",1
22628,"('know', 'worried', 'plus')",1
22629,"('worried', 'plus', 'relax')",1
22630,"('plus', 'relax', 'also')",1
22631,"('relax', 'also', 'anything')",1
22632,"('also', 'anything', 'past')",1
22633,"('anything', 'past', 'history')",1
22634,"('past', 'history', 'need')",1
22635,"('history', 'need', 'tellpizza')",1
22636,"('need', 'tellpizza', 'wantkeep')",1
22637,"('tellpizza', 'wantkeep', 'seeing')",1
22638,"('wantkeep', 'seeing', 'weird')",1
22639,"('seeing', 'weird', 'shit')",1
22640,"('weird', 'shit', 'noah')",1
22641,"('shit', 'noah', 'realising')",1
22642,"('noah', 'realising', 'actually')",1
22643,"('realising', 'actually', 'reasonablemany')",1
22644,"('actually', 'reasonablemany', 'happy')",1
22645,"('reasonablemany', 'happy', 'return')",1
22646,"('return', 'day', 'wish')",1
22647,"('day', 'wish', 'happy')",1
22648,"('wish', 'happy', 'birthdaynice')",1
22649,"('happy', 'birthdaynice', 'ready')",1
22650,"('birthdaynice', 'ready', 'thursdayhospital')",1
22651,"('ready', 'thursdayhospital', 'return')",1
22652,"('thursdayhospital', 'return', 'home')",1
22653,"('return', 'home', 'eveningthinkingtot')",1
22654,"('home', 'eveningthinkingtot', 'say')",1
22655,"('eveningthinkingtot', 'say', 'still')",1
22656,"('say', 'still', 'dun')",1
22657,"('still', 'dun', 'believeput')",1
22658,"('dun', 'believeput', 'sign')",1
22659,"('believeput', 'sign', 'choose')",1
22660,"('sign', 'choose', 'number')",1
22661,"('choose', 'number', 'pin')",1
22662,"('number', 'pin', 'show')",1
22663,"('pin', 'show', 'rightbeauty')",1
22664,"('show', 'rightbeauty', 'life')",1
22665,"('rightbeauty', 'life', 'next')",1
22666,"('life', 'next', 'second')",1
22667,"('next', 'second', 'hide')",1
22668,"('second', 'hide', 'thousand')",1
22669,"('hide', 'thousand', 'secret')",1
22670,"('thousand', 'secret', 'wish')",1
22671,"('secret', 'wish', 'every')",1
22672,"('wish', 'every', 'second')",1
22673,"('every', 'second', 'wonderful')",1
22674,"('second', 'wonderful', 'life')",1
22675,"('wonderful', 'life', 'goddarling')",1
22676,"('life', 'goddarling', 'cool')",1
22677,"('goddarling', 'cool', 'day')",1
22678,"('cool', 'day', 'drink')",1
22679,"('day', 'drink', 'site')",1
22680,"('drink', 'site', 'morrow')",1
22681,"('site', 'morrow', 'take')",1
22682,"('morrow', 'take', 'care')",1
22683,"('take', 'care', 'soonstill')",1
22684,"('care', 'soonstill', 'maybe')",1
22685,"('soonstill', 'maybe', 'leave')",1
22686,"('maybe', 'leave', 'credit')",1
22687,"('leave', 'credit', 'card')",1
22688,"('credit', 'card', 'get')",1
22689,"('card', 'get', 'gas')",1
22690,"('get', 'gas', 'get')",1
22691,"('gas', 'get', 'back')",1
22692,"('get', 'back', 'like')",1
22693,"('back', 'like', 'toldwell')",1
22694,"('like', 'toldwell', 'boy')",1
22695,"('toldwell', 'boy', 'glad')",1
22696,"('boy', 'glad', 'wasted')",1
22697,"('glad', 'wasted', 'night')",1
22698,"('wasted', 'night', 'appleseed')",1
22699,"('night', 'appleseed', 'nothingwan')",1
22700,"('appleseed', 'nothingwan', 'lookwan')",1
22701,"('nothingwan', 'lookwan', 'lunch')",1
22702,"('lookwan', 'lunch', 'canteenmake')",1
22703,"('lunch', 'canteenmake', 'life')",1
22704,"('canteenmake', 'life', 'stressful')",1
22705,"('life', 'stressful', 'always')",1
22706,"('stressful', 'always', 'find')",1
22707,"('always', 'find', 'time')",1
22708,"('find', 'time', 'laugh')",1
22709,"('time', 'laugh', 'may')",1
22710,"('laugh', 'may', 'add')",1
22711,"('may', 'add', 'year')",1
22712,"('add', 'year', 'life')",1
22713,"('year', 'life', 'surely')",1
22714,"('life', 'surely', 'add')",1
22715,"('surely', 'add', 'life')",1
22716,"('add', 'life', 'year')",1
22717,"('life', 'year', 'god')",1
22718,"('year', 'god', 'first')",1
22719,"('god', 'first', 'dreamhey')",1
22720,"('first', 'dreamhey', 'look')",1
22721,"('dreamhey', 'look', 'like')",1
22722,"('look', 'like', 'wrong')",1
22723,"('like', 'wrong', 'one')",1
22724,"('wrong', 'one', 'kappa')",1
22725,"('one', 'kappa', 'guy')",1
22726,"('kappa', 'guy', 'number')",1
22727,"('guy', 'number', 'still')",1
22728,"('number', 'still', 'phone')",1
22729,"('still', 'phone', 'want')",1
22730,"('phone', 'want', 'text')",1
22731,"('want', 'text', 'see')",1
22732,"('text', 'see', 'aroundhome')",1
22733,"('see', 'aroundhome', 'doc')",1
22734,"('aroundhome', 'doc', 'gave')",1
22735,"('doc', 'gave', 'pain')",1
22736,"('gave', 'pain', 'bed')",1
22737,"('pain', 'bed', 'say')",1
22738,"('bed', 'say', 'everything')",1
22739,"('say', 'everything', 'fineard')",1
22740,"('everything', 'fineard', 'rest')",1
22741,"('fineard', 'rest', 'ard')",1
22742,"('rest', 'ard', 'leastwhich')",1
22743,"('ard', 'leastwhich', 'price')",1
22744,"('leastwhich', 'price', 'bdrmlovely')",1
22745,"('price', 'bdrmlovely', 'night')",1
22746,"('bdrmlovely', 'night', 'xxxprepare')",1
22747,"('night', 'xxxprepare', 'pleasuredtechnical')",1
22748,"('xxxprepare', 'pleasuredtechnical', 'supportproviding')",1
22749,"('pleasuredtechnical', 'supportproviding', 'assistance')",1
22750,"('supportproviding', 'assistance', 'customer')",1
22751,"('assistance', 'customer', 'call')",1
22752,"('customer', 'call', 'emailtext')",1
22753,"('call', 'emailtext', 'way')",1
22754,"('emailtext', 'way', 'cup')",1
22755,"('way', 'cup', 'stop')",1
22756,"('cup', 'stop', 'work')",1
22757,"('stop', 'work', 'buswhens')",1
22758,"('work', 'buswhens', 'radio')",1
22759,"('buswhens', 'radio', 'showsure')",1
22760,"('radio', 'showsure', 'still')",1
22761,"('showsure', 'still', 'available')",1
22762,"('still', 'available', 'thoughwhatever')",1
22763,"('available', 'thoughwhatever', 'relation')",1
22764,"('thoughwhatever', 'relation', 'built')",1
22765,"('relation', 'built', 'dis')",1
22766,"('built', 'dis', 'world')",1
22767,"('dis', 'world', 'thing')",1
22768,"('world', 'thing', 'remains')",1
22769,"('thing', 'remains', 'atlas')",1
22770,"('remains', 'atlas', 'online')",1
22771,"('atlas', 'online', 'lot')",1
22772,"('online', 'lot', 'lot')",1
22773,"('lot', 'lot', 'memory')",1
22774,"('lot', 'memory', 'feelingcheer')",1
22775,"('memory', 'feelingcheer', 'lou')",1
22776,"('feelingcheer', 'lou', 'yeah')",1
22777,"('lou', 'yeah', 'goodie')",1
22778,"('yeah', 'goodie', 'shame')",1
22779,"('goodie', 'shame', 'neva')",1
22780,"('shame', 'neva', 'came')",1
22781,"('neva', 'came', 'gailgot')",1
22782,"('came', 'gailgot', 'moneymobile')",1
22783,"('gailgot', 'moneymobile', 'list')",1
22784,"('moneymobile', 'list', 'added')",1
22785,"('people', 'visit', 'fullonsmscomtell')",1
22786,"('visit', 'fullonsmscomtell', 'wat')",1
22787,"('fullonsmscomtell', 'wat', 'time')",1
22788,"('wat', 'time', 'coming')",1
22789,"('time', 'coming', 'laterrepeat')",1
22790,"('coming', 'laterrepeat', 'instruction')",1
22791,"('laterrepeat', 'instruction', 'wat')",1
22792,"('instruction', 'wat', 'road')",1
22793,"('wat', 'road', 'name')",1
22794,"('road', 'name', 'housemany')",1
22795,"('name', 'housemany', 'people')",1
22796,"('housemany', 'people', 'seems')",1
22797,"('life', 'end', 'shiaquite')",1
22798,"('end', 'shiaquite', 'dun')",1
22799,"('shiaquite', 'dun', 'tell')",1
22800,"('dun', 'tell', 'wait')",1
